,dt,author,title,link,board,content,positive,negative,score,content_score
4222,2016/9/19,deficient,[標的]2377微星,https://www.ptt.cc/bbs/Stock/M.1474297049.A.BB8.html,Stock,-------------------------------------------------------------------------1. 標的：2377微星2. 分類：多3. 分析/正文：（1）抓對現在與未來趨勢：電競筆電和VR（2）成績有目共睹：近年營收和營利率成長明顯，8月營收年增40%！                   出貨收款控制得當，現金持續賺入（3）有話題有成績，物美價不貴，     技術線圖大好未來，法人持續買，融資低檔，融券攀高，高點還早4. 進退場機制：長期投資（營收成,88,5,1,
4606,2016/10/1,jokeman,[標的] 智易(3596),https://www.ptt.cc/bbs/Stock/M.1475315155.A.826.html,Stock,1. 標的：智易 (3596) 網通股2. 分類：多3. 分析/正文：   a.基本面：連續十七個月營收的年增率為正向，尤其今年成長力道更明顯             2016 毛利率 Q2:17.47% 為八年來最佳表現             營益率為 9.86%，是上市以來最佳             2016 上半年 eps：4.14元，也是八年來最好             法人預估今年eps必上 7~7.3元，以現在股價推算本益比才8.8倍             今年上半年賺的比去年一整年賺的還多             負債方面的速動比跟速率比約207/147             利息保障倍數把130.72，財務體質還算不錯             存貨週轉率1.3x逐步上升到1.59，代表產品供不應求阿!!   b.技術面：從去年8/25 的谷底打了頭肩底的型態往上爬，目前是上升趨勢線走勢             目前股價量縮回測季線，9/30 在季線附近開低直接紅k棒往上收高             代表盤中殺盤賣壓不重，低檔買盤厚實且有追價意願             8/26， 8/31套牢區會是短壓，但我看籌碼這兩天買進的也賣得差不多             最近看是否有機會在季線附近打滾，醞釀反彈走一短波   c.籌碼面：這檔中只有外資持股19.6%，融資使用率約當32.95%             其實這兩個指標是都算偏高，還有智障投信也持有一些，連賣數天             老實說這檔股票外資的腳色偏重，漲跌其實跟外資動向有關             就昨天的籌碼分點來看，贏家券商都進場買了，是蠻特別現象   d.消息面：智易積極布局智慧家庭、物聯網、4G LTE小型基地台市場             持續耕耘無線寬頻終端、固網寬頻、無線產品，也瞄準2020 5G市場             主攻拉丁美洲市場，今年也新增印度、加拿大、澳洲等新客戶             尤其新客戶STB(Set-Top Box) 加入陣營             非常明智的降低只愛享樂不事生產的愚蠢歐洲市場比重             第二季毛利率創新高，主要是IAD產品受到中南洲客戶拉貨力道強勁             第三四季是網通的旺季，不過今年第三季訂單提早拉近第二季             所以第三季會略低於第二季，不過IDA出貨順暢，第三季表現優於預期             簡單說智易今年改變產品組合收到效果，又有新客戶加入，更優       隱憂：法人預估，智易第三季營收約60、61億元，且下半年匯率不易有加分效果             下半年主力產品結構沒有上半年來得佳，下半年毛利率不會比第二季好             所以下半年的EPS 會略低於上半年4. 進退場機制：(停損價位/出場條件/長期投資)   63.8 進場(9/30)，停損抓10%，剛好是跌破半年線位置   大盤高檔震盪，最近不太好操作，這一檔建議短波段來回操作，不宜久放超過10月中   只要上升趨勢線不破，都可以來回操作   這檔當年EPS七塊多時，股價是破百，現在只有64.7，邏輯上不太合理吧!!   有兩天時間可以謹慎思考，勿盲目跟單，錢是自己的，我樂於分享，參考就好--,114,8,1,
4814,2016/10/8,Ejaculation,[標的] 大盤 (多),https://www.ptt.cc/bbs/Stock/M.1475887857.A.C9F.html,Stock,1. 標的：大盤 (多)2. 分類：多3. 分析/正文：套用某人的開場白先說結論 大盤禮拜二開始將走出大多頭噴出我認為三天後看這篇文章絕對是先知文但10/10看完美股再說 那可能就沒這麼先知了為什麼呢? 我的立論點有三其一.這十八年來 美國股市 看道瓊而言10月份的紅棒有12次 黑K為6次紅K的漲幅超過3%的 有8次之多 漲點超過五百點也有四次尤其看2009那根10月K還硬往上收一點收紅2014也是拉出一千五百點的超長下引線紅K然而六次黑K 有遇到金融海嘯的2008跌幅大概三成其他五次跌幅都在2%以內我們可以看得出來第四季的開端 美國是多方格局較多然後以總統大選的格局來看美國選舉都是在11月20年來 五次總統大選 10月紅K機率是40%只有1996年跟2000年是紅K可是重點是黑K都很淺跌 紅K都是一根又粗又長最重要的是 美國到今天為止10月還是一根黑K然而最近要在一片祥和下突然殺出一隻黑天鵝我看也是不容易所以國際股市十月份對台股是只有加分沒有扣分其二.然而台股十月份當然也是漲多跌少因為台灣畢竟比較看美國爸爸的臉色再走所以當然是亦步亦趨以基期來說 台股無疑是世界數一數二 不但爬回去年7月那根上緣而且還是已經扣掉除權息之後強到無話可說下殺到季線都出量 可是都迅速漲回去在不斷測底之後 壓力也不斷減輕可以看這三天 尾盤江波都很噁心一根射出去收高台積電都最後一盤試搓合收高而且沒量觀望之下 外資更是予取予求這次在前高附近已經盤旋了恰恰是十三天只待美國反彈之後就能夠輕鬆越過前高9303其三.也是我個人覺得今年最靠北的一件事只要蔡皇有任何舉動台股都會莫名的反應要說我自己腦補可能也是吧520演說由黑翻紅 隔天噴一個200多點台股的基期多高我想大家都知道只是真的有沒有這個基本面支撐我想大家也都知道可是她就是要嘎你 因為你空=對蔡政府的反對所以這次國慶10/10號的演說勞工問題 司法改革 轉型正義 兩岸問題等等議題我猜也是說的中規中矩媒體褒貶不一 然後26表示震怒 要斷絕對台灣 巴拉巴拉有的沒的然後禮拜二又莫名給你漲百點最大的證據大概就是台積電在10/07當天融資大增了近千張說真的啦 哪個散戶 這個時間會用融資買這麼多台積電都是一些比較聰明的 知道禮拜二會做行情給蔡姐姐要做行情一定會拉台積電-----------------------------------------------------再說結論十月天不論是國際面還是台灣本身都有足夠的利基往上走我知道做空的人很多很多 不然外資的未平倉另外一邊是誰所以我想送一首詩給空軍們「莫聽穿林打葉聲，何妨吟嘯且徐行。竹杖芒鞋輕勝馬，誰怕！一蓑煙雨任平生。料峭春風吹酒醒，微冷，山頭斜照卻相迎。回首向來蕭瑟處，。」---蘇軾《定風波》4. 進退場機制：(停損價位/出場條件/長期投資)從英國脫歐以來台股跌破季線只有1次跌破月線只有少少幾次 然後三到五天又站回去可以說 每次都跌破重要關卡 幾乎都是買點也就是板上神人每次嚷嚷著的 拉回就是買點我到現在也相信這回事了停損應該要抓在半年線8788 (台灣五十等大盤連動商品)當然操作期貨的話不太可能幾百點就斷頭了拉回月線(9174)就要減碼準備跌破時加碼--,71,1,1,
4897,2016/10/11,wickwolf,[],https://www.ptt.cc/bbs/Stock/M.1476165604.A.77C.html,Stock,台指期 自營商  投信 外資台指選 自營商  投信     0 外資----------------------------------------------------------------------------   萬綠叢中一點紅，跌深方知紅茶濃，九四鍋頂一掀開，空軍燙嘴燒喉嚨。--,423,65,0,
4992,2016/10/14,NoStra,[標的] 大盤 (空),https://www.ptt.cc/bbs/Stock/M.1476417568.A.257.html,Stock,1. 標的： 大盤指數2. 分類：空3. 分析/正文：   美國升息風險仍然存在，英國脫歐對經濟的影響及英鎊的狂貶   中國泡沫風險劇增，美國大選的不確定性   國際股市接連崩跌，外資期貨轉空，投信自營做空   北韓風險劇增，資金面轉趨保守以及退場   台機電法說會沒有亮點，外資倒貨23304. 進退場機制：(停損價位/出場條件/長期投資)   停損價位: 9400   出場條件: 8500   預計11月以前可以看到 75xx   長期更空--,65,16,-1,
5042,2016/10/16,obov,Re: [標的] AMD,https://www.ptt.cc/bbs/Stock/M.1476574427.A.FB2.html,Stock,"4說沒事就會收到信被問amd口不口以買我都懶得回這邊一次講先講結論接下來關鍵只有zengpu部分我是覺得早就沒差惹老黃品牌有30%基本盤目前老黃腦裡都是AI當然光16nm換卡潮就夠讓他爽惹amd顯卡市佔上升是確定的semi-custom穩賺也是確定的但是amd現在的股價都是zen本夢比惹三年前amd轉虧為盈那時候顯卡市佔跟老黃是4:6遊戲機剛開始噴股價也就四塊而已現在這股價對比amd""目前""的獲力能力已經是偏高惹再來看長期股價如果zen對intel效能達到十年前龍二對c2d的程度那時候amd股價約20考量大盤變化  那到40是有機會der不過到底實際效能差距多少  就沒人知道惹QQ當然目前x86市場跟當年也有些差距輕薄筆電這塊是幾乎不可能動搖intelHEDT則很有機會  因為intel綁內顯  6/8核的又賣太貴短線上來看目前amd空單從底部又上來惹表示財報後如果優於預期嘎空力道會不小不過Q4 guidance應該是看不到zen效果就是惹簡單總結:1.Q4 guidance好的話會嘎空一波2.zen如果猛的話會一路噴  噴葛一兩年3.zen如果比推土機還廢的話股價會跌回$4等zen開賣後有空我再來分析cpu市場八大guy4這樣認同請分享--",120,1,0,
5390,2016/10/27,kao00917,[標的] 2439 美律 (多),https://www.ptt.cc/bbs/Stock/M.1477563593.A.F5F.html,Stock,1. 標的：2439 美律2. 分類：長期看多3. 分析/正文：   基本面，財報等 大看好 目前前景看好   105年第3季綜合損益表，每股盈餘5.01元   比預期的3元還多 前陣子 拉回買進4. 進退場機制：如外資目標價 160 元--,53,2,1,
5466,2016/10/31,aitt,[標的] 大盤,https://www.ptt.cc/bbs/Stock/M.1477848111.A.5C5.html,Stock,1. 標的：大盤2. 分類：多/空/請益/心得:依然看多，注意下波過9500後的軋空3. 分析/正文：台股這段期間始終沒量，但無量卻是不斷改寫新高價，之所以會如此跟外資法人的穩定控盤有關，大致舉個比方好了，飛機在對流層爬升時需要用最大動力，否則飛不起來，但是，到了氣流相對穩定的平流層後，動力不需要太多飛機就能以穩定的狀況往前飛了，目前台股便是類似飛機在平流層的狀況，上方沒什套牢籌碼，散戶參與意願也不強，外資不需要買很多，量也不需要很大，行情就能穩定上去了.近期政策也開始站在多方，準備要檢討稅制，對於準備上攻9500的台股來說會是如虎添翼，再加上外資在期權市場持續偏多，五大，十大與特定倉位也是一面倒偏多，短線壓力在9500雖有心理關卡，但可注意外資是否大幅加重現貨買超強度，一旦回到80億以上的日買超量，則突破後再度觸發下一波軋空的機率就會很大了.4. 進退場機制：(停損價位/出場條件/長期投資)短線進場 隨時(盤中拉回可接)停損9120 出場9500(若9500突破則上移9800)中線     停損9050 出場10500--,69,3,1,
5604,2016/11/4,chengwaye,[標的] 4107 6414,https://www.ptt.cc/bbs/Stock/M.1478223328.A.68B.html,Stock,1. 標的：4107 邦特 6414 樺漢2. 分類：中短線單3. 分析/正文：櫃買殺破5/23起漲確認紅K低點121.94 今日殺到121.344107昨日做出”似”截盡缺口，小弟個人已進單在1236414昨日短暫殺破年線支撐做反彈，今日早盤再測底，小弟個人已進單在420如果櫃買延續反彈氣勢，考慮續放今天文晚發了@@開盤稍忙4. 進退場機制：看盤中市場氣氛走勢決定停損或停利。道瓊反覆測底，破底看情況停損。如果櫃買沒在這持續反彈，也看情況停損。分享文內容不構成對任何證券買賣邀約，也不會對讀者進行任何形式邀約。每篇文章僅為個人投資記錄，引用數據皆為個人研究心得；並非給本文讀者任何投資建議與參考，請勿依據本文作買賣決定！投資有風險，作者不對任何人負責買賣盈虧。不建議任何讀者跟單。--,65,1,1,
6069,2016/11/17,chengwaye,[標的] 2929 淘帝-ky,https://www.ptt.cc/bbs/Stock/M.1479350882.A.3D1.html,Stock,1. 標的：淘帝-ky 29292. 分類：短線單3. 分析/正文：技術面:跌深出量但量不會大到產生不了背離價格剛好到了缺口價五檔:沒看出什麼只猜124有大咖覺得OK感覺有人在那邊低接時間:恰逢波浪理論的時間轉折  (小弟對這個聽聽笑笑參考而已)大盤:雖然外資要升息逃命潮不過有官股在護盤了但因為不是國安基金只看盤整國際個人看法:這支在跌人民幣 這支在跌人民幣 這支在跌人民幣 講三次但是川普上任後可以看出他的言論轉折偏向維穩各方勢力與歐巴馬合作摸希拉蕊頭從以上所述對中國實施逞罰性關稅的可能性個人覺得很低4. 進退場機制：已進場 18張如果大盤尾盤廢得要命，小弟停損看情況。停利則看股價與均線互動狀況。分享文內容不構成對任何證券買賣邀約，也不會對讀者進行任何形式邀約。每篇文章僅為個人投資記錄，引用數據皆為個人研究心得；並非給本文讀者任何投資建議與參考，請勿依據本文作買賣決定！投資有風險，作者不對任何人負責買賣盈虧。不建議任何讀者跟單。--,103,2,1,
6156,2016/11/20,aitt,[標的] 大盤,https://www.ptt.cc/bbs/Stock/M.1479645315.A.876.html,Stock,1. 標的：大盤2. 分類：多/空/請益/心得:多(中段拉回整理，長線仍多，注意急跌後進場點)3. 分析/正文：這幾天的台股偏弱，相信很多人都跟著看空，但我看的是長多底下的中段整理，跌破9050且月線下穿季線代表行情拉回整理時間會拉長沒錯，短線上也可能還有低點，不過整體長線架構仍是走多，因此不建議偏空操作，反倒趁行情再度急跌，可以準備低接搶短佈多進場，行情如再度有效站穩9150以上，則為下一段行情發動的訊號，估本波拉回整理過後有機會再往9500以上邁進.4. 進退場機制：(非長期投資者，必須有停損價)逢急跌至8700-8800一帶進場，停損86009150如站穩可進行加碼動作--,112,14,1,
6226,2016/11/22,citydog,[標的] T50反一,https://www.ptt.cc/bbs/Stock/M.1479829037.A.DA7.html,Stock,"1. 標的：T50反一

2. 分類：多

3. 分析/正文：

台股的不變定律
加權指數只要從萬點大幅拉回
再上去就一定是逃命波
去年到萬點 當時的氣氛就是一個中期的高點
今年製造的是這波高點下殺後的反彈
剛好藉由最近美股大漲來滿足這波逃命的尾端
明年以後就開始由多轉空
2017年全年 絕對不可能觸碰到2015年的高點
要是觸到 我請樓下100位推文吃雞排+珍奶 XD

4. 進退場機制：(非長期投資者，必須有停損機制)

現在起到2017年全年持有 不退場",224,25,1,
6297,2016/11/23,femlro,Re: [標的] T50反一,https://www.ptt.cc/bbs/Stock/M.1479865494.A.35F.html,Stock,就是就算拉回一千點你可能還是賠錢因為你根本沒搞懂T50反一的特性這是一檔只能短線避險的基金而且一檔非常貴的基金不會用期貨降低槓桿可能也不會轉倉然後看壞台股也不放空個股我簡單說吧如果你看壞台股最簡單的做法就是要放空期貨而不是去買T50反因為T50反長期追蹤指數的效果極差所以指數跌下去你可能還是負報酬一堆散戶都超愛放空以為買個T50就很潮我也懶得戰了反正我直接講結論以台指期來說一點200元做多的算法上次3955當作4000好了現在抓9500 - 4000= 5500 X 200作為保證金你等於完全沒有槓桿在操作期貨放空的算法亦同9500放空 直接抓到15000點準備5500 X200的保證金去槓桿做一口就能達到長期放空指數的作用卻不用被收高額的管理費與追蹤效益極佳只是每個月要自己轉倉但長期來說期貨因為除權息的關係還是比較適合作多如果本金沒那麼大那就直接用小台做期貨這效力追蹤指數才高唯獨轉倉要讓10點要不就當基金管理費要不就自己好好抓點位去當月轉倉絕對比T50反一追蹤指數效果好又不用管理費我是覺得元大很厲害拉開發這商品抓住散戶放空ETF的那種心理但偏偏一堆人連ETF的內容是啥都不知道我簡單講現在大盤假設是9000 T50反一價是16嘎你嘎到一萬點價變成 14當他跌回來9000 不會是16，而且差價不只是管理費＋保管費放空照理是很高階的高手才在做的動作而且這盤還是多頭盤整盤不知道在空什麼技術型態都還是多方控盤升息金融會爽翻天電子會哭翻天兩相對照，電子因為還有GG在撐盤大盤會死多慘我看未必吧好歹等重要關卡破吧黑K棒都快被吞噬了你還在放空放空也不能說錯重點是還用錯商品放空你還是先理解一下T50反一到底是怎樣一檔ETF再說吧買這檔的人最爽的人應該是元大好羨慕喔QQ--Every man for himself and God against them all.--拿五十萬出來比賽比一個月就好輸的那一個把五十萬通通吐出來這樣你就知道誰比較會做期權了跟別的高手我是不敢拉跟你應該沒問題既然你這麼會做期權我也沒做過期權就來比我找律師簽合約信託此筆款項由銀行撥款為比賽性質這樣對你很好吧跟一個沒做過期權的人比賽贏定了啊∼你不要跟我說你連五十萬都沒有耶我算錯惹我用5500當作保證金放空實際上是要嘎到15000點才會賠錢XD放空是反向關係重視追蹤指數跟本金大小無關重點是反一追蹤指數的能力期貨會貴是因為他本身的指數要求假設有出更小的指數期貨本金還可以再更小指數如果照正常情況損失掉的因配息而失去的點數當天開盤理論就會填權回來因此實際上彌平的價差，是來自於那邊的點數沒錯所以我才故意選這段期間就是要顯示你用這種工具在填權息期間就會被填權偷吃了這也是除權息期貨的奧妙要他先有一百萬啊五十萬操作五十萬擔保避免烙跑啊XD雙人競賽 讚讚讚期貨零經驗素人(我) 對決 T50反一大師(flyaway0104)噗你這個問題要先問一個問題1.指數從10000跌到9000，請問報酬率與T50反一的報酬率差距在多少？2.花了多久的時間跌了一千點3.我文章沒說買T50反一不會賺錢，我說的是這是一個長期放著追蹤指數不佳的商品算惹愛買就去買XD又不是我的錢我無所謂喔你要操作一個商品你要先理解他推出的目的與使用時機這檔基金最適合的狀況就是避險用賭短期會發生風險事件就會得到合理的報酬但把他當長期用就是選錯了商品你完全誤解我的意思我的意思不是他會不會賺而是買進指數型基金的人本身希望的是有跟指數同步的作用所以我沒有戰0050因為0050的成分就是買進50檔權指股當這五十檔股票的漲幅大於大盤甚至還會比大盤績效好反之亦然因為它擴大的權值股權重但0050反則不是他沒有這樣的效果所以完全不適合放長期就像你短距離要殺人拿一支狙擊槍會馬上被小刀砍死你長距離要殺人卻拿一隻小刀這不是搞笑嗎ＸＤ你要去運動穿西裝要去洽談業務穿短褲球鞋這麼簡單的道理XD應該不會很難懂吧沒錯啊這是反向產品去年萬點最低價在17.64結果現在是9000點照理T50反1的價格應該要比17.64還高因為這是反向產品結果現在的價格竟然是16.26這不就不言可喻了10000點  17.649000點   16.26我沒有要介意啊我只是想比賽賺個五十萬啊結果人就不見了.....我是期貨新手啊XD跟option板那些大師比起來天差地遠怎麼說要比賽人就不見了= =說好的期貨比賽呢沒問題沒問題新手最缺顧問惹賺到五十萬再分你一半真是有趣去年萬點巨崩到8月的行情一堆人都忘記了那樣的行情指數追蹤效果還能是負的放一年多可不是1%喔剛剛上面有寫了去年一萬點的50反價格是17.多現在九千點的50反價格是16.多這樣才1%?股價過了一年多跌掉一千點了不賺反賠就可見長期追蹤之效果反正你就趕快買安心抱著看50反那線圖空頭成那樣買的幾乎都套牢QQ了哇靠你這樣罵到一籃子散戶惹XD依照我散戶觀察家的特性散戶只要一套就放長期.....另外說了這麼一大篇你還是沒搞懂XD他的問題不是會不會賺錢而是追蹤指數的績效與指數實際的報酬率有極大的落差,55,3,0,
6464,2016/11/28,chengwaye,Re: [標的] 2929 淘帝-ky,https://www.ptt.cc/bbs/Stock/M.1480307294.A.B62.html,Stock,除權息日平盤參考價=(除權息前一日收盤價－現金股利)/(1+配股率)          111.8984975=(139.5-5.4456)/(1+0.198)以上的現金股利5.4456及配股率0.198來源於此：1.      計算出的11/24平盤價應當是111.898，我們取整數112，2.      11/23收盤價139.5從以上兩點得知，這次除權息有139.5-112=27.5元就光現在的價格108，加上27.5之後都還有135.5，小弟PO文時大約122~125。私信告訴你這是除權息影響的結果，你還不用私信回，要很嗆的留言到推文去，當然如果你連查證一下怎麼算都不願意，那小弟就只好不顧你的面子，在股板回文討論除權息平盤參考價怎麼計算了。westwet     : GG惹                                              11/25 11:32→ westwet     : 好險我沒錢跟搶                                    11/25 11:32→ chengwaye   : 你有事嗎？ 2929是除權習                           11/26 15:53噓 westwet     : 沒事耶，但為了這個以為其他人都不知道除權習，問人  11/27 02:31→ westwet     : 有事卻又愛顧形象而忍不住選擇私信來強調自己忍不住  11/27 02:32→ westwet     : 笑…看得出你很在意其實沒開心到笑，才搞這種幼稚發  11/27 02:33→ westwet     : 洩裝「我覺得好好笑啊笑死我惹你有事嗎」，別這麼耐  11/27 02:34→ westwet     : 不住性子，還檯面上一套，私底下忍不住又另一套科科  11/27 02:34→ westwet     : 要不是你站內信來補一堆嘴皮，我還真沒想過要再來看  11/27 02:35→ westwet     : 一下這篇的進度咧~加油，不要再私下嘴皮兼自介惹     11/27 02:37→ westwet     : 抄底又看短當然在除權習前要跑不然就別太晚跟沒賺頭  11/27 02:39→ westwet     : 除非要放更長等填權息再上攻…抄底王應該不用我J4    11/27 02:40→ westwet     : 認真回有事的站內嘴皮惹，我習慣誠懇回應不用裝模作  11/27 02:43→ westwet     : 樣的嘴皮回嘴皮，啊若你要被點中腦羞乾脆再裝個「    11/27 02:45→ westwet     : 哈哈崩潰惹真有事」來嘴，我也是只能無奈；若否，那  11/27 02:46→ westwet     : 很好，抄底王又會抄會賺又有格調、沒事，優質，讚！  11/27 02:47→ chengwaye   : 你很可憐 加上除息都還是賺的 懂？ 我都出了也能酸   11/28 08:44→ chengwaye   : 我是怕在這糾正你 太傷人才私信..                   11/28 08:47--,70,5,0,
6607,2016/12/2,javaBOY,[標的] 【微星 2377】多,https://www.ptt.cc/bbs/Stock/M.1480674712.A.F4F.html,Stock,1. 標的：【微星 2377】2. 分類：多------------------------------------------------3. 分析/正文：(1) 今日大跌-5.23%(2) 目前世界第一大電競品牌(3) 台灣50的候補名單(4) 今年累計每股盈餘(EPS) 4.38 元------------------------------------------------4. 進退場機制：(非長期投資者，必須有停損機制)79元今日進場3張，看好微星的發展，放2~3個月，85元退場。--------------------------------------------------,57,8,1,
6736,2016/12/7,ninaplay,Re: [標的] 3455 由田,https://www.ptt.cc/bbs/Stock/M.1481095666.A.90E.html,Stock,分析/正文：分類：出場籌碼面:目前籌碼去觀察已經很難，推測散戶開始進場，但ㄧ檔好股就是要散戶也開始進場先給湯喝再開始倒貨，不排除之後再買回。技術面：短線遇獲利了結賣壓。消息面：１１月營收大增，目前已經賺超過去年整年營收。基本上今天會賣來自於直覺，我個人是還蠻相信股感這種東西。從開盤開始分批賣到46.3元，不排除買回。ＡＯＩ檢測我認為中國ˋ台灣電子產業需求還是不少，有跟到單的版友們恭喜啦∼超過４６元了，發１００個雞排，請【首篇】有推文的１５０位板友們，請於12.09~12.1８至 【景美】 聖保羅香雞排領取(記得報上帳號)地址:台北市 文山區 羅斯福路6段 403號 (好樂迪KTV旁)（實在很怕沒人來領雞排阿)...【聖保羅香雞排下星期一(12.12)休假】請各位板友們注意--,54,0,0,
6804,2016/12/9,aitt,[標的] 大盤,https://www.ptt.cc/bbs/Stock/M.1481214403.A.B08.html,Stock,1. 標的：大盤02. 分類：多/空/請益/心得:多 注意軋空3. 分析/正文：大盤今日出現跳空長紅，且明顯量出，加上國際盤都大漲走多，以及政策有意檢討股利稅制，個人認為行情即將再度發動一段，重點是這次發動恐怕是一去不回，而非反覆震盪.9500表面上是短線的壓力，但是就算有壓也不會壓抑太久，明年初將會再度挑戰萬點，這次再來挑戰我敢說很多人又會在那看空，只是以明年的景氣面，基本面看佳，乃至本益比再度下降，萬點不只會過，而且過萬點後的軋空漲勢會是現在的2倍以上，因為量會出來，萬點的天花板一過，屆時的衝力增強，台股就不會是再漲個八百一千點即會停了，總之，大家要習慣9500以下，甚至是萬點以下皆買點.4. 進退場機制：(非長期投資者，必須有停損機制)拉回隨時進場，波段停損設9050，目標區10500以上--,113,10,1,
6897,2016/12/12,chengwaye,[標的] 神盾6462,https://www.ptt.cc/bbs/Stock/M.1481505950.A.567.html,Stock,1. 標的：神盾 64622. 分類：短線單3. 分析/正文：技術面:跌深的價格到了上升季線依照一些人的均線理論  這檔還在多頭而且現在這邊剛好是起漲紅K低點依據坊間一些怪力亂彈的技術分析很適合加碼  (小弟則是個人進場)五檔:禮拜五就有先小進3張開盤看到有人故意往下戳 在245.5掛50幾張賣單然後那些賣單沿路往下掛  殺到238.5的時候開始有人在補看似”散”多單假裝散戶吃貨 (當然掛單的也包含小弟)4. 進退場機制：個人已進場因為個人操作是禮拜一進的，個人操作就今天進場為主，如果進場部位禮拜三之後還意外的呈現虧損，不如預期再停損，均線主要看5 10 20，停利則看股價與均線互動甚至是盤中五檔狀況，以上有可能當天也有可能數天，不喜勿看分享文內容不構成對任何證券買賣邀約，也不會對讀者進行任何形式邀約。每篇文章僅為個人投資記錄，引用數據皆為個人研究心得；並非給本文讀者任何投資建議與參考，請勿依據本文作買賣決定！投資有風險，作者不對任何人負責買賣盈虧。不建議任何讀者跟單。--,138,0,1,
6941,2016/12/13,qaz1219,[標的] 1216 統一,https://www.ptt.cc/bbs/Stock/M.1481607845.A.96A.html,Stock,1. 標的：1216 統一2. 分類：多3. 分析/正文：又到了一年一度的統一週年慶的季節啦，年底12月到隔年1月都是購入季，到了隔年中7月8月的時候就可以準備收割囉。一年一度敬請把握!!4. 進退場機制：進場:12月∼1月停利:隔年7月∼8月請長期服用--,54,1,1,
7004,2016/12/15,hbw71611,[標的] 3406玉晶光,https://www.ptt.cc/bbs/Stock/M.1481813826.A.921.html,Stock,1. 標的：3406玉晶光2. 分類：多/請益/心得3. 分析/正文：【時報-台北電】玉晶光 (3406) 列入警示股，10月營收7億3150萬元，稅前純益1億1439萬元，稅後純益9544萬元，每股盈餘0.96元。Q3營收21億1300萬元，稅前純益1億4436萬元，稅後純益1億4499萬元，每股盈餘1.15元。(今天晚間又被列為警示股了上次被證交所列為警示股為11月22日之後就從74.8漲到117.511月份還未結算與公布良率提升後資料看來11月份esp與Q4營收應該也會不錯加上這幾天觀察下來主力真的很猛4. 進退場機制：(非長期投資者，必須有停損機制)小弟111進場月底可能會跑到200100停損--,51,8,1,
7171,2016/12/21,gauss5566,[標的] 5201 空,https://www.ptt.cc/bbs/Stock/M.1482331131.A.6BF.html,Stock,"1. 標的：5201

2. 分類：空

3. 分析/正文：

這隻主力股大家都十分的熟悉 首先在最近十天開盤扣掉中間一天紅Ｋ之外

有九天是收在綠Ｋ 而且目前連五黑 連二長黑

這隻是由幾個主力加上一堆跟隨者操作起來的

連續黑Ｋ已經對各個散戶心理造成嚴重的影響

雖然嘴巴說一張不賣 不過看到這兩根大綠Ｋ就可以知道是多殺多了

接下來就會再一波大恐慌

個人今天空了32張空單 明天開盤如果有券就是繼續空

估計散戶大逃殺還有得殺 大家等著吃肉就好




4. 進退場機制：(非長期投資者，必須有停損機制)

進場點：28以上都是進場點

停損點：35 不過幾乎沒可能",109,16,-1,
7443,2016/12/31,test520,[心得] test520 2016 年報,https://www.ptt.cc/bbs/Stock/M.1483192438.A.30F.html,Stock,"不說廢話，直接講重點2016年的投資成果如下上半年獲利                1348萬     (可參閱7/17發表的半年報)下半年：期權獲利             0萬     (沒有任何操作)        股票獲利           668萬閒置資金利息收入            22萬全年總獲利                2038萬2016年初資金6273萬，整年獲利2038萬，年末資金上升到8311萬今年整體報酬率約32.5%(因為持有一輛汽車資產，我決定年度提列100萬折舊，所以2017年起始資金為8211萬)對帳單放在下面請點選 ""2016下半年股票"" 那本相簿，總共6頁     (獲利612萬)(我在股市長年征戰，下半年有一大段時間強制自己休息，所以獲利明顯比上半年減少)""橘框""標示的64x9是參加競價拍賣標到的，網頁不懂怎麼算成本所以需自行設定""新投資成本""那欄，我標到的成本如下圖所示另外，隨意挑幾檔股票簡易說明一下1.49x2  這支當時業績不錯，不過漲到壓力區後不想再等，就順手出掉了2.35x2  這支有餐飲題材，令人聯想到王品瓦城，就進場炒炒短線  沒想到主力很猛拉到60，我早早就下車賣到爛價...殘念3.45x9  這支基本上就是妖股的形狀，玩這檔什麼分析通通免了  單純在比誰的賭技比較高深而已...科科4.47x4  這支有OLED題材，而且股價又很低，量能遽增人氣匯集  就一樣進場炒炒短線，反正有賺就跑啦...BJ4下半年我有另開一個股票帳戶，原意是幫朋友做業績可惜這個分點到10月底就被合併掉了所以只使用沒多久，損益如下圖     (獲利56萬)""橘框""標示的84x3也是參加競價拍賣標到的，標到的成本如下未來除非有融券的需要，不然這個帳戶應該就是停止使用了(我一直都習慣用單一帳戶操作，那種把賠錢股票匯撥到別的帳戶處理掉，只留 賺錢股票在公開帳戶展示出來，這種事我是不會去做的，請放心)年報打完了最後想說的是，其實我也高齡37歲了現在的希望就是，在我的年齡還在3開頭的時候資金能達到1億，也就是拿到參加慈善撲克王大賽的門票大概還有2年多的時間可以努力，加油吧......--",512,4,0,
